"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","CDSD","DX32","DX70","DX90","EMNT","EMXT","PRCP","SNOW","TAVG","TMAX","TMIN"
"USR0000CSFD","SANTA FE DAM CALIFORNIA, CA US","34.1208","-117.9458","152.4","2021-07",,"909","0","31","27","59","99",,,"78.9","93.3","64.5"
"USR0000CSFD","SANTA FE DAM CALIFORNIA, CA US","34.1208","-117.9458","152.4","2021-08",,"1307","0","31","22","58","102",,,"77.8","92.2","63.4"
"USR0000CSFD","SANTA FE DAM CALIFORNIA, CA US","34.1208","-117.9458","152.4","2021-09",,"1619","0","29","17","52","105",,,"75.4","90.2","60.6"
"USR0000CSFD","SANTA FE DAM CALIFORNIA, CA US","34.1208","-117.9458","152.4","2021-10",,"1764","0","27","7","49","99",,,"68.7","80.6","56.8"
"USR0000CSFD","SANTA FE DAM CALIFORNIA, CA US","34.1208","-117.9458","152.4","2021-11",,"1857","0","27","4","47","94",,,"66.6","79.9","53.2"
"USR0000CSFD","SANTA FE DAM CALIFORNIA, CA US","34.1208","-117.9458","152.4","2021-12",,"1858","0","4","0","38","83",,,"55.1","63.7","46.5"
"USR0000CSFD","SANTA FE DAM CALIFORNIA, CA US","34.1208","-117.9458","152.4","2022-01",,"8","0","20","0","40","78",,,"60.4","71.1","49.6"
"USR0000CSFD","SANTA FE DAM CALIFORNIA, CA US","34.1208","-117.9458","152.4","2022-02",,"60","0","18","1","34","91",,,"61.5","74.4","48.5"
"USR0000CSFD","SANTA FE DAM CALIFORNIA, CA US","34.1208","-117.9458","152.4","2022-03",,"114","0","24","1","42","90",,,"63.7","76.5","50.9"
"USR0000CSFD","SANTA FE DAM CALIFORNIA, CA US","34.1208","-117.9458","152.4","2022-04",,"211","0","26","4","46","100",,,"66.4","78.9","54.0"
"USR0000CSFD","SANTA FE DAM CALIFORNIA, CA US","34.1208","-117.9458","152.4","2022-05",,"310","0","28","2","48","98",,,"67.6","79.8","55.4"
"USR0000CSFD","SANTA FE DAM CALIFORNIA, CA US","34.1208","-117.9458","152.4","2022-06",,"628","0","30","15","55","102",,,"75.6","90.4","60.7"
"USR0000CSFD","SANTA FE DAM CALIFORNIA, CA US","34.1208","-117.9458","152.4","2022-07",,"1002","0","31","23","59","96",,,"77.1","91.3","62.9"
"USR0000CSFD","SANTA FE DAM CALIFORNIA, CA US","34.1208","-117.9458","152.4","2022-08",,"1490","0","31","28","63","105",,,"80.8","95.6","65.9"
"USR0000CSFD","SANTA FE DAM CALIFORNIA, CA US","34.1208","-117.9458","152.4","2022-09",,"1958","0","30","19","57","111",,,"80.6","94.2","67.0"
"USR0000CSFD","SANTA FE DAM CALIFORNIA, CA US","34.1208","-117.9458","152.4","2022-10",,"2151","0","30","4","51","96",,,"71.2","82.5","59.9"
"USR0000CSFD","SANTA FE DAM CALIFORNIA, CA US","34.1208","-117.9458","152.4","2022-11",,"2156","0","22","0","45","80",,,"61.5","72.5","50.6"
"USR0000CSFD","SANTA FE DAM CALIFORNIA, CA US","34.1208","-117.9458","152.4","2022-12",,"2174","0","8","0","42","86",,,"58.1","66.6","49.7"
"USR0000CSFD","SANTA FE DAM CALIFORNIA, CA US","34.1208","-117.9458","152.4","2023-01",,"0","0","5","0","39","73",,,"55.2","63.4","47.0"
"USR0000CSFD","SANTA FE DAM CALIFORNIA, CA US","34.1208","-117.9458","152.4","2023-02",,"4","0","11","0","37","81",,,"55.3","65.3","45.2"
"USR0000CSFD","SANTA FE DAM CALIFORNIA, CA US","34.1208","-117.9458","152.4","2023-03",,"4","0","6","0","39","76",,,"55.5","63.9","47.1"
"USR0000CSFD","SANTA FE DAM CALIFORNIA, CA US","34.1208","-117.9458","152.4","2023-04",,"46","0","23","1","44","92",,,"63.0","74.9","51.0"
"USR0000CSFD","SANTA FE DAM CALIFORNIA, CA US","34.1208","-117.9458","152.4","2023-05",,"87","0","19","0","47","86",,,"64.1","73.1","55.0"
"USR0000CSFD","SANTA FE DAM CALIFORNIA, CA US","34.1208","-117.9458","152.4","2023-06",,"159","0","26","1","52","90",,,"66.8","77.4","56.2"
"USR0000CSFD","SANTA FE DAM CALIFORNIA, CA US","34.1208","-117.9458","152.4","2024-02",,,"0","8","0","40","79",,,"57.3","65.7","49.0"
"USR0000CSFD","SANTA FE DAM CALIFORNIA, CA US","34.1208","-117.9458","152.4","2024-03",,,"0","13","0","44","80",,,"59.1","68.8","49.3"
"USR0000CSFD","SANTA FE DAM CALIFORNIA, CA US","34.1208","-117.9458","152.4","2024-04",,,"0","20","0","43","88",,,"62.1","73.9","50.2"
"USR0000CSFD","SANTA FE DAM CALIFORNIA, CA US","34.1208","-117.9458","152.4","2024-05",,,"0","26","0","49","82",,,"65.1","75.7","54.5"
"USR0000CSFD","SANTA FE DAM CALIFORNIA, CA US","34.1208","-117.9458","152.4","2024-06",,,"0","30","11","54","100",,,"73.0","86.6","59.5"
"USR0000CSFD","SANTA FE DAM CALIFORNIA, CA US","34.1208","-117.9458","152.4","2024-07",,,"0","31","30","56","99",,,"78.7","94.1","63.2"
"USR0000CSFD","SANTA FE DAM CALIFORNIA, CA US","34.1208","-117.9458","152.4","2024-08",,,"0","31","26","58","104",,,"78.7","94.6","62.7"
"USR0000CSFD","SANTA FE DAM CALIFORNIA, CA US","34.1208","-117.9458","152.4","2024-09",,,"0","30","11","55","116",,,"75.9","89.2","62.6"
"USR0000CSFD","SANTA FE DAM CALIFORNIA, CA US","34.1208","-117.9458","152.4","2024-10",,,"0","29","11","52","96",,,"71.1","84.4","57.9"
"USR0000CSFD","SANTA FE DAM CALIFORNIA, CA US","34.1208","-117.9458","152.4","2024-11",,,"0","22","0","45","81",,,"62.5","73.3","51.6"
"USR0000CSFD","SANTA FE DAM CALIFORNIA, CA US","34.1208","-117.9458","152.4","2024-12",,,"0","14","0","42","83",,,"58.9","69.9","47.9"
"USR0000CSFD","SANTA FE DAM CALIFORNIA, CA US","34.1208","-117.9458","152.4","2025-01",,"2","0","13","0","40","81",,,"57.8","68.5","47.1"
"USR0000CSFD","SANTA FE DAM CALIFORNIA, CA US","34.1208","-117.9458","152.4","2025-02",,"24","0","18","0","45","87",,,"61.4","71.9","50.8"
"USR0000CSFD","SANTA FE DAM CALIFORNIA, CA US","34.1208","-117.9458","152.4","2025-03",,"36","0","11","1","42","94",,,"59.0","68.2","49.7"
"USR0000CSFD","SANTA FE DAM CALIFORNIA, CA US","34.1208","-117.9458","152.4","2025-04",,"71","0","18","0","45","88",,,"63.0","73.2","52.8"
"USR0000CSFD","SANTA FE DAM CALIFORNIA, CA US","34.1208","-117.9458","152.4","2025-05",,"222","0","26","7","53","104",,,"68.8","80.1","57.5"
"USR0000CSFD","SANTA FE DAM CALIFORNIA, CA US","34.1208","-117.9458","152.4","2025-06",,"464","0","30","8","58","96",,,"73.1","85.5","60.6"
"USR0000CSFD","SANTA FE DAM CALIFORNIA, CA US","34.1208","-117.9458","152.4","2025-07",,"756","0","31","11","58","96",,,"74.4","87.7","61.2"
"USR0000CSFD","SANTA FE DAM CALIFORNIA, CA US","34.1208","-117.9458","152.4","2025-08",,"1201","0","31","25","59","103",,,"79.4","93.8","65.0"
"USR0000CSFD","SANTA FE DAM CALIFORNIA, CA US","34.1208","-117.9458","152.4","2025-09",,"1558","0","30","15","61","104",,,"76.9","89.2","64.6"
"USR0000CSFD","SANTA FE DAM CALIFORNIA, CA US","34.1208","-117.9458","152.4","2025-10",,"1722","0","30","4","54","98",,,"70.0","82.0","57.9"
"USR0000CSFD","SANTA FE DAM CALIFORNIA, CA US","34.1208","-117.9458","152.4","2025-11",,"1783","0","21","2","47","95",,,"64.3","74.8","53.8"
"USR0000CSFD","SANTA FE DAM CALIFORNIA, CA US","34.1208","-117.9458","152.4","2025-12",,"1816","0","22","0","43","88",,,"62.5","73.0","52.1"
"USR0000CSFD","SANTA FE DAM CALIFORNIA, CA US","34.1208","-117.9458","152.4","2026-01",,"56","0","18","0","41","85",,,"63.5","73.4","53.6"
"USW00003122","TORRANCE AIRPORT, CA US","33.8016","-118.3419","27.4","2021-01",,"12","0","13","0","39","89","1.92",,"57.4","68.5","46.3"
"USW00003122","TORRANCE AIRPORT, CA US","33.8016","-118.3419","27.4","2021-02",,"12","0","10","0","43","81","0.01",,"56.9","67.3","46.5"
"USW00003122","TORRANCE AIRPORT, CA US","33.8016","-118.3419","27.4","2021-03",,"15","0","10","0","39","86","1.17",,"56.8","67.1","46.4"
"USW00003122","TORRANCE AIRPORT, CA US","33.8016","-118.3419","27.4","2021-04",,"33","0","12","0","46","88","0.03",,"61.4","70.6","52.2"
"USW00003122","TORRANCE AIRPORT, CA US","33.8016","-118.3419","27.4","2021-05",,"42","0","18","0","49","82","0.01",,"63.2","70.2","56.2"
"USW00003122","TORRANCE AIRPORT, CA US","33.8016","-118.3419","27.4","2021-06",,"103","0","28","0","53","83","0.00",,"66.8","74.1","59.5"
"USW00003122","TORRANCE AIRPORT, CA US","33.8016","-118.3419","27.4","2021-07",,"273","0","31","0","59","85","0.09",,"70.5","77.4","63.6"
"USW00003122","TORRANCE AIRPORT, CA US","33.8016","-118.3419","27.4","2021-08",,"444","0","31","0","59","86","0.02",,"70.5","78.1","62.9"
"USW00003122","TORRANCE AIRPORT, CA US","33.8016","-118.3419","27.4","2021-09",,"547","0","27","0","55","85","0.00",,"68.3","76.1","60.5"
"USW00003122","TORRANCE AIRPORT, CA US","33.8016","-118.3419","27.4","2021-10",,"612","0","22","0","47","88","0.45",,"64.9","75.0","54.9"
"USW00003122","TORRANCE AIRPORT, CA US","33.8016","-118.3419","27.4","2021-11",,"652","0","15","1","46","92","0.00",,"62.5","72.1","53.0"
"USW00003122","TORRANCE AIRPORT, CA US","33.8016","-118.3419","27.4","2021-12",,"652","0","0","0","39","68","8.41",,"53.9","61.4","46.4"
"USW00003122","TORRANCE AIRPORT, CA US","33.8016","-118.3419","27.4","2022-01",,"0","0","16","0","39","78","0.02",,"57.9","68.9","47.0"
"USW00003122","TORRANCE AIRPORT, CA US","33.8016","-118.3419","27.4","2022-02",,"16","0","14","0","36","88","0.03",,"58.9","71.3","46.4"
"USW00003122","TORRANCE AIRPORT, CA US","33.8016","-118.3419","27.4","2022-03",,"27","0","16","0","40","85","1.20",,"60.4","71.2","49.7"
"USW00003122","TORRANCE AIRPORT, CA US","33.8016","-118.3419","27.4","2022-04",,"79","0","16","3","48","97","0.26",,"63.4","73.3","53.6"
"USW00003122","TORRANCE AIRPORT, CA US","33.8016","-118.3419","27.4","2022-05",,"96","0","20","0","46","84","0.00",,"63.6","71.7","55.5"
"USW00003122","TORRANCE AIRPORT, CA US","33.8016","-118.3419","27.4","2022-06",,"190","0","30","0","56","85","0.05",,"68.1","75.9","60.4"
"USW00003122","TORRANCE AIRPORT, CA US","33.8016","-118.3419","27.4","2022-07",,"330","0","31","0","58","87","0.00",,"69.5","77.0","62.1"
"USW00003122","TORRANCE AIRPORT, CA US","33.8016","-118.3419","27.4","2022-08",,"546","0","31","0","60","88","0.00",,"71.9","79.2","64.7"
"USW00003122","TORRANCE AIRPORT, CA US","33.8016","-118.3419","27.4","2022-09",,"859","0","30","8","58","102","0.20",,"75.5","84.7","66.2"
"USW00003122","TORRANCE AIRPORT, CA US","33.8016","-118.3419","27.4","2022-10",,"960","0","31","2","51","93","0.17",,"67.7","75.5","59.9"
"USW00003122","TORRANCE AIRPORT, CA US","33.8016","-118.3419","27.4","2022-11",,"960","0","13","0","43","79","1.33",,"58.5","69.4","47.6"
"USW00003122","TORRANCE AIRPORT, CA US","33.8016","-118.3419","27.4","2022-12",,"962","0","4","0","39","80","2.59",,"55.8","64.4","47.3"
"USW00003122","TORRANCE AIRPORT, CA US","33.8016","-118.3419","27.4","2023-01",,"0","0","2","0","39","70","9.66",,"54.4","62.5","46.2"
"USW00003122","TORRANCE AIRPORT, CA US","33.8016","-118.3419","27.4","2023-02",,"0","0","6","0","37","79","4.84",,"54.4","64.3","44.6"
"USW00003122","TORRANCE AIRPORT, CA US","33.8016","-118.3419","27.4","2023-03",,"0","0","4","0","40","75","6.46",,"55.4","62.9","47.9"
"USW00003122","TORRANCE AIRPORT, CA US","33.8016","-118.3419","27.4","2023-04",,"7","0","6","0","42","83","0.03",,"59.0","66.7","51.2"
"USW00003122","TORRANCE AIRPORT, CA US","33.8016","-118.3419","27.4","2023-05",,"7","0","2","0","47","73","0.39",,"61.5","67.5","55.6"
"USW00003122","TORRANCE AIRPORT, CA US","33.8016","-118.3419","27.4","2023-06",,"15","0","17","0","53","77","0.01",,"64.0","70.3","57.7"
"USW00003122","TORRANCE AIRPORT, CA US","33.8016","-118.3419","27.4","2023-07",,"148","0","31","0","56","86","0.00",,"69.3","77.3","61.3"
"USW00003122","TORRANCE AIRPORT, CA US","33.8016","-118.3419","27.4","2023-08",,"332","0","31","0","58","88","2.93",,"70.9","79.0","62.9"
"USW00003122","TORRANCE AIRPORT, CA US","33.8016","-118.3419","27.4","2023-09",,"463","0","30","0","56","87","0.05",,"69.4","76.5","62.2"
"USW00003122","TORRANCE AIRPORT, CA US","33.8016","-118.3419","27.4","2023-10",,"517","0","29","0","49","88","0.00",,"66.3","75.7","56.9"
"USW00003122","TORRANCE AIRPORT, CA US","33.8016","-118.3419","27.4","2023-11",,"526","0","24","0","45","86","0.48",,"62.4","73.6","51.2"
"USW00003122","TORRANCE AIRPORT, CA US","33.8016","-118.3419","27.4","2023-12",,"528","0","11","0","45","80","3.24",,"59.6","68.8","50.4"
"USW00003122","TORRANCE AIRPORT, CA US","33.8016","-118.3419","27.4","2024-01",,"0","0","5","0","39","78","3.20",,"56.7","65.4","48.0"
"USW00003122","TORRANCE AIRPORT, CA US","33.8016","-118.3419","27.4","2024-02",,"0","0","2","0","41","76","12.52",,"56.6","63.6","49.6"
"USW00003122","TORRANCE AIRPORT, CA US","33.8016","-118.3419","27.4","2024-03",,"0","0","7","0","46","71","3.72",,"58.1","66.2","50.0"
"USW00003122","TORRANCE AIRPORT, CA US","33.8016","-118.3419","27.4","2024-04",,"0","0","10","0","41","81","0.64",,"59.5","68.2","50.8"
"USW00003122","TORRANCE AIRPORT, CA US","33.8016","-118.3419","27.4","2024-05",,"0","0","7","0","49","73","0.03",,"61.7","67.7","55.7"
"USW00003122","TORRANCE AIRPORT, CA US","33.8016","-118.3419","27.4","2024-06",,"69","0","27","0","56","84","0.00",,"67.0","74.3","59.8"
"USW00003122","TORRANCE AIRPORT, CA US","33.8016","-118.3419","27.4","2024-07",,"208","0","31","0","56","81","0.00",,"69.5","76.9","62.0"
"USW00003122","TORRANCE AIRPORT, CA US","33.8016","-118.3419","27.4","2024-08",,"383","0","31","0","59","87","0.00",,"70.6","79.3","62.0"
"USW00003122","TORRANCE AIRPORT, CA US","33.8016","-118.3419","27.4","2024-09",,"527","0","24","6","55","99","0.00",,"69.4","77.1","61.7"
"USW00003122","TORRANCE AIRPORT, CA US","33.8016","-118.3419","27.4","2024-10",,"557","0","24","0","48","81","0.00",,"64.9","73.2","56.6"
"USW00003122","TORRANCE AIRPORT, CA US","33.8016","-118.3419","27.4","2024-11",,"557","0","17","0","42","77","0.26",,"59.3","69.5","49.1"
"USW00003122","TORRANCE AIRPORT, CA US","33.8016","-118.3419","27.4","2024-12",,"557","0","6","0","43","80","0.22",,"56.4","65.2","47.6"
"USW00003122","TORRANCE AIRPORT, CA US","33.8016","-118.3419","27.4","2025-01",,"0","0","12","0","39","80","1.12",,"55.8","66.9","44.6"
"USW00003122","TORRANCE AIRPORT, CA US","33.8016","-118.3419","27.4","2025-02",,"1","0","6","0","44","84","2.46",,"57.3","65.9","48.6"
"USW00003122","TORRANCE AIRPORT, CA US","33.8016","-118.3419","27.4","2025-03",,"1","0","5","0","30","76","1.98",,"56.9","65.4","48.5"
"USW00003122","TORRANCE AIRPORT, CA US","33.8016","-118.3419","27.4","2025-04",,"4","0","8","0","45","83","0.55",,"59.7","68.1","51.4"
"USW00003122","TORRANCE AIRPORT, CA US","33.8016","-118.3419","27.4","2025-05",,"41","0","21","0","52","87","0.00",,"64.5","72.2","56.8"
"USW00003122","TORRANCE AIRPORT, CA US","33.8016","-118.3419","27.4","2025-06",,"106","0","27","0","54","82","0.06",,"67.0","73.8","60.1"
"USW00003122","TORRANCE AIRPORT, CA US","33.8016","-118.3419","27.4","2025-07",,"203","0","31","0","57","79","0.00",,"68.1","75.1","61.1"
"USW00003122","TORRANCE AIRPORT, CA US","33.8016","-118.3419","27.4","2025-08",,"406","0","31","1","60","90","0.00",,"71.6","79.9","63.2"
"USW00003122","TORRANCE AIRPORT, CA US","33.8016","-118.3419","27.4","2025-09",,"600","0","30","0","62","86","0.05",,"71.5","78.7","64.2"
"USW00003122","TORRANCE AIRPORT, CA US","33.8016","-118.3419","27.4","2025-10",,"648","0","28","0","51","86","1.08",,"65.9","74.7","57.1"
"USW00003122","TORRANCE AIRPORT, CA US","33.8016","-118.3419","27.4","2025-11",,"656","0","12","0","47","83","5.46",,"61.8","69.7","53.8"
"USW00003122","TORRANCE AIRPORT, CA US","33.8016","-118.3419","27.4","2025-12",,"660","0","12","0","44","80","3.04",,"59.6","68.2","51.0"
"USW00003122","TORRANCE AIRPORT, CA US","33.8016","-118.3419","27.4","2026-01",,"9","0","16","0","41","83","1.83",,"60.8","72.0","49.6"
"USW00003166","FULLERTON MUNICIPAL AIRPORT, CA US","33.87154","-117.98561","26.3","2021-01","3.4","19","0","17","2","37","93","1.55",,"58.6","70.9","46.3"
"USW00003166","FULLERTON MUNICIPAL AIRPORT, CA US","33.87154","-117.98561","26.3","2021-02","3.8","20","0","18","0","43","84","0.10",,"59.7","71.0","48.3"
"USW00003166","FULLERTON MUNICIPAL AIRPORT, CA US","33.87154","-117.98561","26.3","2021-03","4.5","34","0","13","2","41","93","1.05",,"59.2","70.2","48.3"
"USW00003166","FULLERTON MUNICIPAL AIRPORT, CA US","33.87154","-117.98561","26.3","2021-04","4.3","88","0","23","4","49","95","0.00",,"65.7","75.9","55.6"
"USW00003166","FULLERTON MUNICIPAL AIRPORT, CA US","33.87154","-117.98561","26.3","2021-05","4.7","191","0","29","1","53","93","0.09",,"68.1","76.2","60.1"
"USW00003166","FULLERTON MUNICIPAL AIRPORT, CA US","33.87154","-117.98561","26.3","2021-06","4.5","393","0","30","2","57","94","0.01",,"71.8","81.0","62.5"
"USW00003166","FULLERTON MUNICIPAL AIRPORT, CA US","33.87154","-117.98561","26.3","2021-07","4.0","760","0","31","7","62","94","0.17",,"76.8","86.5","67.1"
"USW00003166","FULLERTON MUNICIPAL AIRPORT, CA US","33.87154","-117.98561","26.3","2021-08","3.6","1137","0","31","11","63","97","0.02",,"77.1","87.3","67.0"
"USW00003166","FULLERTON MUNICIPAL AIRPORT, CA US","33.87154","-117.98561","26.3","2021-09","3.1","1446","0","30","9","57","103","0.00",,"75.3","86.2","64.4"
"USW00003166","FULLERTON MUNICIPAL AIRPORT, CA US","33.87154","-117.98561","26.3","2021-10","3.4","1562","0","29","7","48","98","0.52",,"68.2","80.0","56.4"
"USW00003166","FULLERTON MUNICIPAL AIRPORT, CA US","33.87154","-117.98561","26.3","2021-11","2.7","1608","0","25","4","34","95","0.00",,"63.5","76.0","50.9"
"USW00003166","FULLERTON MUNICIPAL AIRPORT, CA US","33.87154","-117.98561","26.3","2021-12","3.1","1608","0","2","0","38","75","4.93",,"54.8","63.6","45.9"
"USW00003166","FULLERTON MUNICIPAL AIRPORT, CA US","33.87154","-117.98561","26.3","2022-01","2.9","1","0","18","0","37","81","0.04",,"58.8","70.7","46.9"
"USW00003166","FULLERTON MUNICIPAL AIRPORT, CA US","33.87154","-117.98561","26.3","2022-02","3.6","26","0","17","1","37","91","0.20",,"59.8","74.4","45.2"
"USW00003166","FULLERTON MUNICIPAL AIRPORT, CA US","33.87154","-117.98561","26.3","2022-03","4.0","52","0","22","0","41","88","0.63",,"62.7","74.3","51.0"
"USW00003166","FULLERTON MUNICIPAL AIRPORT, CA US","33.87154","-117.98561","26.3","2022-04","4.7","126","0","26","2","45","102","0.16",,"66.3","76.9","55.5"
"USW00003166","FULLERTON MUNICIPAL AIRPORT, CA US","33.87154","-117.98561","26.3","2022-05","4.9","193","0","28","2","50","93","0.00",,"66.6","75.2","58.0"
"USW00003166","FULLERTON MUNICIPAL AIRPORT, CA US","33.87154","-117.98561","26.3","2022-06","4.5","440","0","30","6","59","97","0.10",,"73.2","83.3","63.2"
"USW00003166","FULLERTON MUNICIPAL AIRPORT, CA US","33.87154","-117.98561","26.3","2022-07","4.5","718","0","31","2","61","90","0.00",,"74.0","83.5","64.4"
"USW00003166","FULLERTON MUNICIPAL AIRPORT, CA US","33.87154","-117.98561","26.3","2022-08","3.8","1156","0","31","15","66","103","0.00",,"79.1","89.8","68.5"
"USW00003166","FULLERTON MUNICIPAL AIRPORT, CA US","33.87154","-117.98561","26.3","2022-09","3.6","1610","0","30","18","60","111","0.23",,"80.1","90.8","69.5"
"USW00003166","FULLERTON MUNICIPAL AIRPORT, CA US","33.87154","-117.98561","26.3","2022-10","2.9","1784","0","31","3","52","98","0.32",,"70.6","80.1","61.1"
"USW00003166","FULLERTON MUNICIPAL AIRPORT, CA US","33.87154","-117.98561","26.3","2022-11","3.4","1785","0","22","0","42","83","2.02",,"60.3","72.6","48.0"
"USW00003166","FULLERTON MUNICIPAL AIRPORT, CA US","33.87154","-117.98561","26.3","2022-12","2.7","1786","0","9","0","39","83","2.06",,"57.1","67.3","46.9"
"USW00003166","FULLERTON MUNICIPAL AIRPORT, CA US","33.87154","-117.98561","26.3","2023-01","4.0","0","0","5","0","39","77","5.52",,"56.0","65.4","46.5"
"USW00003166","FULLERTON MUNICIPAL AIRPORT, CA US","33.87154","-117.98561","26.3","2023-02","4.0","5","0","12","0","38","85","2.93",,"57.0","68.0","45.9"
"USW00003166","FULLERTON MUNICIPAL AIRPORT, CA US","33.87154","-117.98561","26.3","2023-03","4.3","5","0","7","0","40","78","7.49",,"58.1","66.4","49.8"
"USW00003166","FULLERTON MUNICIPAL AIRPORT, CA US","33.87154","-117.98561","26.3","2023-04","4.3","30","0","23","1","47","90","0.00",,"64.2","73.6","54.7"
"USW00003166","FULLERTON MUNICIPAL AIRPORT, CA US","33.87154","-117.98561","26.3","2023-05","4.3","51","0","20","0","51","77","0.83",,"64.1","70.8","57.5"
"USW00003166","FULLERTON MUNICIPAL AIRPORT, CA US","33.87154","-117.98561","26.3","2023-06","3.8","126","0","27","0","56","83","0.00",,"67.4","74.8","60.0"
"USW00003166","FULLERTON MUNICIPAL AIRPORT, CA US","33.87154","-117.98561","26.3","2023-07","3.8","457","0","31","11","60","95","0.00",,"75.7","86.1","65.2"
"USW00003166","FULLERTON MUNICIPAL AIRPORT, CA US","33.87154","-117.98561","26.3","2023-08","3.6","829","0","31","13","62","97","2.21",,"77.0","87.6","66.3"
"USW00003166","FULLERTON MUNICIPAL AIRPORT, CA US","33.87154","-117.98561","26.3","2023-09","3.8","1073","0","30","4","58","96","0.02",,"73.1","81.3","65.0"
"USW00003166","FULLERTON MUNICIPAL AIRPORT, CA US","33.87154","-117.98561","26.3","2023-10","3.1","1256","0","31","7","49","95","0.00",,"70.8","82.7","58.9"
"USW00003166","FULLERTON MUNICIPAL AIRPORT, CA US","33.87154","-117.98561","26.3","2023-11","3.1","1282","0","27","0","44","89","0.41",,"64.3","77.4","51.2"
"USW00003166","FULLERTON MUNICIPAL AIRPORT, CA US","33.87154","-117.98561","26.3","2023-12","2.7","1284","0","15","0","44","85","1.46",,"60.8","71.7","49.8"
"USW00003166","FULLERTON MUNICIPAL AIRPORT, CA US","33.87154","-117.98561","26.3","2024-01","3.1","1","0","6","0","35","82","1.55",,"57.2","67.0","47.3"
"USW00003166","FULLERTON MUNICIPAL AIRPORT, CA US","33.87154","-117.98561","26.3","2024-02","3.6","2","0","6","0","39","80","9.83",,"57.4","65.2","49.7"
"USW00003166","FULLERTON MUNICIPAL AIRPORT, CA US","33.87154","-117.98561","26.3","2024-03","4.5","2","0","11","0","45","76","2.85",,"58.9","67.5","50.3"
"USW00003166","FULLERTON MUNICIPAL AIRPORT, CA US","33.87154","-117.98561","26.3","2024-04","4.3","11","0","20","0","42","84","0.38",,"61.9","71.8","52.1"
"USW00003166","FULLERTON MUNICIPAL AIRPORT, CA US","33.87154","-117.98561","26.3","2024-05","4.0","26","0","27","0","50","75","0.10",,"64.9","71.9","57.8"
"USW00003166","FULLERTON MUNICIPAL AIRPORT, CA US","33.87154","-117.98561","26.3","2024-06","4.0","208","0","29","2","59","94","0.00",,"71.1","79.6","62.5"
"USW00003166","FULLERTON MUNICIPAL AIRPORT, CA US","33.87154","-117.98561","26.3","2024-07","3.8","537","0","31","4","61","95","0.00",,"75.6","85.6","65.6"
"USW00003166","FULLERTON MUNICIPAL AIRPORT, CA US","33.87154","-117.98561","26.3","2024-08","3.4","904","0","31","9","63","97","0.00",,"76.8","87.4","66.2"
"USW00003166","FULLERTON MUNICIPAL AIRPORT, CA US","33.87154","-117.98561","26.3","2024-09","3.1","1203","0","30","8","57","113","0.00",,"75.0","85.4","64.5"
"USW00003166","FULLERTON MUNICIPAL AIRPORT, CA US","33.87154","-117.98561","26.3","2024-10","2.7","1348","0","30","1","48","90","0.00",,"69.4","80.9","58.0"
"USW00003166","FULLERTON MUNICIPAL AIRPORT, CA US","33.87154","-117.98561","26.3","2024-11","2.7","1349","0","24","0","41","79","0.02",,"60.9","73.4","48.4"
"USW00003166","FULLERTON MUNICIPAL AIRPORT, CA US","33.87154","-117.98561","26.3","2024-12","2.2","1350","0","11","0","42","86","0.01",,"58.1","69.1","47.1"
"USW00003166","FULLERTON MUNICIPAL AIRPORT, CA US","33.87154","-117.98561","26.3","2025-01","3.8","0","0","16","0","39","83","0.37",,"56.6","68.8","44.3"
"USW00003166","FULLERTON MUNICIPAL AIRPORT, CA US","33.87154","-117.98561","26.3","2025-02",,,,,,,,"2.58",,,,
"USW00003166","FULLERTON MUNICIPAL AIRPORT, CA US","33.87154","-117.98561","26.3","2025-03",,,,,,,,"1.30",,,,
"USW00003166","FULLERTON MUNICIPAL AIRPORT, CA US","33.87154","-117.98561","26.3","2025-04","3.8",,"0","17","0","45","82","0.19",,"62.0","71.3","52.7"
"USW00003166","FULLERTON MUNICIPAL AIRPORT, CA US","33.87154","-117.98561","26.3","2025-05","4.5",,"0","26","3","54","99","0.02",,"68.4","77.7","59.0"
"USW00003166","FULLERTON MUNICIPAL AIRPORT, CA US","33.87154","-117.98561","26.3","2025-06","4.5",,"0","30","2","59","91","0.00",,"71.7","80.7","62.7"
"USW00003166","FULLERTON MUNICIPAL AIRPORT, CA US","33.87154","-117.98561","26.3","2025-07","4.3",,"0","31","0","60","89","0.00",,"72.4","80.9","63.8"
"USW00003166","FULLERTON MUNICIPAL AIRPORT, CA US","33.87154","-117.98561","26.3","2025-08",,,"0","31","11","63","96","0.00",,"76.6","86.6","66.6"
"USW00003166","FULLERTON MUNICIPAL AIRPORT, CA US","33.87154","-117.98561","26.3","2025-09","3.6",,"0","30","8","63","97","0.05",,"75.9","85.1","66.7"
"USW00003166","FULLERTON MUNICIPAL AIRPORT, CA US","33.87154","-117.98561","26.3","2025-10","3.1",,"0","30","2","50","94","1.79",,"68.6","79.2","58.0"
"USW00003166","FULLERTON MUNICIPAL AIRPORT, CA US","33.87154","-117.98561","26.3","2025-11","2.7",,"0","19","0","46","87","5.39",,"63.0","72.6","53.5"
"USW00003166","FULLERTON MUNICIPAL AIRPORT, CA US","33.87154","-117.98561","26.3","2025-12","2.9",,"0","17","0","42","86","3.22",,"60.5","71.1","49.8"
